# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
FMO2	ENSG00000094963	ENST00000488431	retained_intron	0	0	0	36	0	0	0	0	0	0	0	17	0	5	0	4	0	0	0	0	0	0	0	0	0	0	10
FMO2	ENSG00000094963	ENST00000489354	processed_transcript	0	0	0	153	0	0	0	0	0	0	0	16	0	115	0	5	0	0	0	0	0	0	0	0	0	0	17
FMO2	ENSG00000094963	ENST00000493513	retained_intron	0	0	0	50	0	0	0	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17
FMO2	ENSG00000094963	ENST00000529935	nonsense_mediated_decay	0	0	0	176	5	0	0	0	0	0	0	17	0	130	0	7	0	0	0	0	0	0	0	0	0	0	17
FMO3	ENSG00000007933	ENST00000367755	protein_coding	0	1	2	123	0	0	0	0	0	0	0	17	0	94	2	0	0	0	0	0	0	0	0	0	0	1	12
FMO3	ENSG00000007933	ENST00000472784	nonsense_mediated_decay	0	0	0	97	0	0	0	0	0	0	0	20	0	65	0	0	0	0	0	0	0	0	0	0	0	0	12
FMO3	ENSG00000007933	ENST00000478457	processed_transcript	0	0	0	64	0	0	0	0	0	0	0	19	0	20	0	2	0	0	0	0	0	0	0	0	0	0	23
FMO3	ENSG00000007933	ENST00000479749	protein_coding	0	1	1	105	0	0	0	0	0	0	0	17	0	77	1	0	0	0	0	1	0	0	0	0	0	0	12
FMO3	ENSG00000007933	ENST00000530212	processed_transcript	0	0	0	70	0	0	0	0	0	0	0	14	0	42	0	2	0	0	0	0	0	0	0	0	0	0	12
FMO3	ENSG00000007933	ENST00000534514	processed_transcript	0	0	0	70	0	0	0	0	0	0	0	14	0	42	0	2	0	0	0	0	0	0	0	0	0	0	12
FMO4	ENSG00000076258	ENST00000367749	protein_coding	0	0	1	99	0	0	1	0	0	0	0	13	0	73	1	0	0	0	0	0	0	0	0	0	0	0	12
FMO4	ENSG00000076258	ENST00000462992	processed_transcript	0	0	0	60	0	0	0	0	0	0	0	4	0	42	0	2	0	0	0	0	0	0	0	0	0	0	12
FMO4	ENSG00000076258	ENST00000475780	processed_transcript	0	0	0	88	0	0	0	0	0	0	0	5	0	70	0	1	0	0	0	0	0	0	0	0	0	0	12
FMO4	ENSG00000076258	ENST00000480136	processed_transcript	0	0	0	35	0	0	0	0	0	0	0	13	0	6	0	1	0	0	0	0	0	0	0	0	0	0	15
FMO4	ENSG00000076258	ENST00000497228	processed_transcript	0	0	0	61	0	0	0	0	0	0	0	26	0	22	0	1	0	0	0	0	0	0	0	0	0	0	12
FMO5	ENSG00000131781	ENST00000254090	protein_coding	0	1	0	272	0	0	0	0	0	0	0	37	0	220	0	0	0	0	0	0	0	0	0	0	0	1	15
FMO5	ENSG00000131781	ENST00000369272	protein_coding	0	0	0	273	0	0	0	0	0	0	0	37	0	221	0	0	0	0	0	0	0	0	0	0	0	0	15
FMO5	ENSG00000131781	ENST00000441068	protein_coding	0	1	1	291	1	0	0	0	0	0	0	42	0	233	1	0	0	0	0	0	0	0	0	0	0	1	15
FMO5	ENSG00000131781	ENST00000478432	processed_transcript	0	0	0	94	0	0	0	0	0	0	0	24	0	51	0	4	0	0	0	0	0	0	0	0	0	0	15
FMO5	ENSG00000131781	ENST00000527849	nonsense_mediated_decay	0	0	0	425	9	0	1	0	0	0	0	20	0	362	0	10	0	0	0	0	0	0	0	0	0	0	23
FMO5	ENSG00000131781	ENST00000533174	protein_coding	0	0	0	106	0	0	0	0	0	0	0	27	0	65	0	0	0	0	0	0	0	0	0	0	0	0	14
FMO5	ENSG00000131781	ENST00000533848	protein_coding	0	0	0	100	0	0	1	0	0	0	0	25	0	61	0	0	0	0	0	0	0	0	0	0	0	0	13
FMO5	ENSG00000131781	ENST00000578284	protein_coding	0	1	1	291	0	0	1	0	0	0	0	43	0	233	1	0	0	0	0	0	0	0	0	0	0	1	14
FMO5	ENSG00000131781	ENST00000619062	retained_intron	0	0	0	132	0	0	0	0	0	0	0	32	0	82	0	4	0	0	0	0	0	0	0	0	0	0	14
FMO6P	ENSG00000117507	ENST00000236166	transcribed_unitary_pseudogene	0	0	0	88	0	0	0	0	0	0	0	19	0	46	0	4	0	0	0	0	0	0	0	0	0	0	19
FMO6P	ENSG00000117507	ENST00000367754	processed_transcript	0	0	0	92	0	0	0	0	0	0	0	17	0	48	0	4	0	0	0	0	0	0	0	0	0	0	23
FMO6P	ENSG00000117507	ENST00000633725	processed_transcript	0	0	0	45	0	0	0	0	0	0	0	17	0	14	0	4	0	0	0	0	0	0	0	0	0	0	10
FMO6P	ENSG00000117507	ENST00000639860	processed_transcript	0	0	0	52	0	0	0	0	0	0	0	13	0	18	0	1	0	0	0	0	0	0	0	0	0	0	20
FMO6P	ENSG00000117507	ENST00000639957	processed_transcript	0	0	0	92	0	0	0	0	0	0	0	17	0	48	0	4	0	0	0	0	0	0	0	0	0	0	23
FMO7P	ENSG00000230231	ENST00000436045	unprocessed_pseudogene	0	0	0	51	0	0	0	0	0	0	0	15	0	18	0	1	0	0	0	0	0	0	0	0	0	0	17
FMO8P	ENSG00000238087	ENST00000434461	unprocessed_pseudogene	0	0	0	79	0	0	0	0	0	0	0	19	0	35	0	5	0	0	0	0	0	0	0	0	0	0	20
FMO9P	ENSG00000215834	ENST00000477875	processed_transcript	1	1	0	96	0	0	0	0	0	0	0	22	0	57	0	3	0	0	1	1	0	0	0	0	0	0	16
FMO9P	ENSG00000215834	ENST00000488458	transcribed_unprocessed_pseudogene	1	3	0	97	0	0	0	0	0	0	0	24	0	45	0	6	0	0	1	3	0	0	0	0	0	0	26
FMOD	ENSG00000122176	ENST00000354955	protein_coding	0	1	1	39	1	0	0	0	0	0	0	4	0	20	1	0	0	0	0	0	0	0	0	0	0	1	14
FMOD	ENSG00000122176	ENST00000461936	processed_transcript	0	0	0	41	0	0	0	0	0	0	0	5	0	22	0	0	0	0	0	0	0	0	0	0	0	0	14
FMOD	ENSG00000122176	ENST00000493296	processed_transcript	0	0	0	41	0	0	0	0	0	0	0	5	0	22	0	0	0	0	0	0	0	0	0	0	0	0	14
FMOD	ENSG00000122176	ENST00000647586	protein_coding	0	1	0	45	1	1	1	0	0	0	0	4	0	23	0	0	0	0	0	0	0	0	0	0	0	0	16
FNBP1L	ENSG00000137942	ENST00000260506	protein_coding	0	1	0	125	2	0	0	0	0	0	0	8	0	110	0	0	0	0	0	0	0	0	0	0	0	1	5
FNBP1L	ENSG00000137942	ENST00000271234	protein_coding	0	1	0	125	1	0	0	0	0	0	0	8	0	111	0	0	0	0	0	0	0	0	0	0	0	1	5
FNBP1L	ENSG00000137942	ENST00000370253	protein_coding	0	1	0	124	1	0	0	0	0	0	0	8	0	111	0	0	0	0	0	0	0	0	0	0	0	1	4
FNBP1L	ENSG00000137942	ENST00000424449	protein_coding	0	0	0	34	0	0	0	0	0	0	0	6	0	20	0	0	0	0	0	0	0	0	0	0	0	0	8
FNBP1L	ENSG00000137942	ENST00000603526	retained_intron	0	0	0	13	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4
FNDC10	ENSG00000228594	ENST00000422725	protein_coding	0	0	0	21	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
FNDC5	ENSG00000160097	ENST00000373471	protein_coding	0	0	0	19	2	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8
FNDC5	ENSG00000160097	ENST00000465346	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
FNDC5	ENSG00000160097	ENST00000481487	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5
FNDC5	ENSG00000160097	ENST00000483143	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
FNDC5	ENSG00000160097	ENST00000496770	protein_coding	0	0	0	19	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9
FNDC5	ENSG00000160097	ENST00000497068	processed_transcript	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
FNDC5	ENSG00000160097	ENST00000649537	protein_coding	0	0	0	18	2	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7
FNDC7	ENSG00000143107	ENST00000370017	protein_coding	0	2	5	92	0	0	0	0	0	0	0	9	0	69	5	0	0	0	0	0	0	0	0	0	0	2	14
FNDC7	ENSG00000143107	ENST00000445274	protein_coding	0	2	4	61	0	0	0	0	0	0	0	6	0	43	4	0	0	0	0	0	0	0	0	0	0	2	12
FOXD2	ENSG00000186564	ENST00000334793	protein_coding	0	0	2	16	1	0	0	0	1	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
FOXD2-AS1	ENSG00000237424	ENST00000445551		0	0	0	15	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6
FOXD3	ENSG00000187140	ENST00000371116	protein_coding	0	0	2	21	1	0	2	1	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10
FOXD3-AS1	ENSG00000230798	ENST00000418244		0	0	0	19	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
FOXD3-AS1	ENSG00000230798	ENST00000426393		0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
FOXD3-AS1	ENSG00000230798	ENST00000427268		0	0	0	23	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8
FOXD3-AS1	ENSG00000230798	ENST00000431294		0	0	0	22	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7
FOXD3-AS1	ENSG00000230798	ENST00000449386		0	0	0	18	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
FOXD3-AS1	ENSG00000230798	ENST00000685680		0	0	0	18	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
FOXD3-AS1	ENSG00000230798	ENST00000686286		0	0	0	19	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
FOXD3-AS1	ENSG00000230798	ENST00000686369		0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
FOXD3-AS1	ENSG00000230798	ENST00000686639		0	0	0	18	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
FOXD3-AS1	ENSG00000230798	ENST00000686970		0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
FOXD3-AS1	ENSG00000230798	ENST00000688951		0	0	0	18	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
FOXD3-AS1	ENSG00000230798	ENST00000689015		0	0	0	18	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
FOXD3-AS1	ENSG00000230798	ENST00000689123		0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
FOXD3-AS1	ENSG00000230798	ENST00000690254		0	0	0	18	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
FOXD3-AS1	ENSG00000230798	ENST00000690333		0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
FOXD3-AS1	ENSG00000230798	ENST00000690549		0	0	0	18	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
FOXD3-AS1	ENSG00000230798	ENST00000691303		0	0	0	18	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
FOXD3-AS1	ENSG00000230798	ENST00000691511		0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
FOXD3-AS1	ENSG00000230798	ENST00000692879		0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
FOXE3	ENSG00000186790	ENST00000335071	protein_coding	0	0	0	17	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
FOXJ3	ENSG00000198815	ENST00000361346	protein_coding	0	0	1	327	5	0	0	0	0	0	0	10	0	300	1	0	0	0	0	0	0	0	0	0	0	0	12
FOXJ3	ENSG00000198815	ENST00000361776	protein_coding	0	0	1	327	5	0	0	0	0	0	0	10	0	300	1	0	0	0	0	0	0	0	0	0	0	0	12
FOXJ3	ENSG00000198815	ENST00000372571	protein_coding	0	1	0	50	5	1	2	0	0	0	0	10	0	25	0	0	0	0	0	0	0	0	0	0	0	0	8
FOXJ3	ENSG00000198815	ENST00000372572	protein_coding	0	0	1	327	5	0	0	0	0	0	0	10	0	300	1	0	0	0	0	0	0	0	0	0	0	0	12
FOXJ3	ENSG00000198815	ENST00000372573	protein_coding	0	0	1	329	5	0	3	0	0	0	0	10	0	302	1	0	0	0	0	0	0	0	0	0	0	0	9
FOXJ3	ENSG00000198815	ENST00000422278	protein_coding	0	0	0	36	0	0	0	0	0	0	0	8	0	21	0	0	0	0	0	0	0	0	0	0	0	0	7
FOXJ3	ENSG00000198815	ENST00000445886	protein_coding	0	0	1	295	0	0	0	0	0	0	0	12	0	271	1	0	0	0	0	0	0	0	0	0	0	0	12
FOXJ3	ENSG00000198815	ENST00000454417	protein_coding	0	0	0	47	1	0	0	0	0	0	0	8	0	30	0	0	0	0	0	0	0	0	0	0	0	0	8
FOXJ3	ENSG00000198815	ENST00000545068	protein_coding	0	0	1	285	5	0	0	0	0	0	0	10	0	262	1	0	0	0	0	0	0	0	0	0	0	0	8
FOXO6	ENSG00000204060	ENST00000372591	processed_transcript	0	0	0	64	0	0	0	0	0	0	0	14	0	40	0	3	0	0	0	0	0	0	0	0	0	0	7
FOXO6	ENSG00000204060	ENST00000641094	protein_coding	0	1	1	59	0	0	0	0	0	0	0	12	0	40	1	0	0	0	0	0	0	0	0	0	0	1	7
FOXO6	ENSG00000204060	ENST00000686812	protein_coding	0	1	1	52	0	0	0	0	0	0	0	12	0	32	1	0	0	0	0	0	0	0	0	0	0	1	8
FOXO6-AS1	ENSG00000229901	ENST00000429109		0	0	0	19	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8
FPGT	ENSG00000254685	ENST00000370894	protein_coding	0	0	0	57	1	0	0	0	0	0	0	21	0	27	0	0	0	0	0	0	0	0	0	0	0	0	8
FPGT	ENSG00000254685	ENST00000370898	protein_coding	0	0	0	71	13	0	0	0	0	0	0	23	0	27	0	0	0	0	0	0	0	0	0	0	0	0	8
FPGT	ENSG00000254685	ENST00000467578	protein_coding	0	0	0	53	0	0	0	0	0	0	0	18	0	27	0	0	0	0	0	0	0	0	0	0	0	0	8
FPGT	ENSG00000254685	ENST00000472069	protein_coding	0	0	0	53	0	0	0	0	0	0	0	18	0	27	0	0	0	0	0	0	0	0	0	0	0	0	8
FPGT	ENSG00000254685	ENST00000482102	protein_coding	0	0	0	51	0	0	0	0	0	0	0	16	0	27	0	0	0	0	0	0	0	0	0	0	0	0	8
FPGT	ENSG00000254685	ENST00000524915	processed_transcript	0	0	0	124	0	0	0	0	0	0	0	14	0	101	0	1	0	0	0	0	0	0	0	0	0	0	8
FPGT	ENSG00000254685	ENST00000529485	nonsense_mediated_decay	0	1	0	50	0	0	0	0	0	0	0	16	0	27	0	0	0	0	0	1	0	0	0	0	0	0	8
FPGT	ENSG00000254685	ENST00000534056	protein_coding	0	0	0	57	1	0	0	0	0	0	0	21	0	27	0	0	0	0	0	0	0	0	0	0	0	0	8
FPGT-TNNI3K	ENSG00000259030	ENST00000370893	protein_coding	0	0	0	130	0	0	0	0	0	0	0	5	0	117	0	0	0	0	0	0	0	0	0	0	0	0	8
FPGT-TNNI3K	ENSG00000259030	ENST00000370895	protein_coding	0	0	0	435	11	0	0	0	0	0	0	5	0	411	0	0	0	0	0	0	0	0	0	0	0	0	8
FPGT-TNNI3K	ENSG00000259030	ENST00000370899	protein_coding	0	1	0	656	2	0	0	0	0	0	0	33	0	613	0	0	0	0	0	0	0	0	0	0	0	1	8
FPGT-TNNI3K	ENSG00000259030	ENST00000533006	processed_transcript	0	0	0	151	0	0	0	0	0	0	0	16	0	127	0	0	0	0	0	0	0	0	0	0	0	0	8
FPGT-TNNI3K	ENSG00000259030	ENST00000534632	protein_coding	0	0	0	427	0	0	0	0	0	0	0	11	0	408	0	0	0	0	0	0	0	0	0	0	0	0	8
FPGT-TNNI3K	ENSG00000259030	ENST00000557284	protein_coding	0	2	1	873	0	0	0	0	0	0	0	15	0	850	1	0	0	0	0	0	0	0	0	0	0	2	8
FPGT-TNNI3K	ENSG00000259030	ENST00000648585	nonsense_mediated_decay	0	0	0	880	4	0	0	0	0	0	0	14	0	850	0	4	0	0	0	0	0	0	0	0	0	0	8
FRRS1	ENSG00000156869	ENST00000287474	protein_coding	0	2	1	260	0	0	2	0	0	0	0	10	0	235	1	0	0	0	0	0	0	0	0	0	0	2	13
FRRS1	ENSG00000156869	ENST00000370176	retained_intron	0	1	0	124	0	0	0	0	0	0	0	30	0	77	0	5	0	0	0	1	0	0	0	0	0	0	13
FRRS1	ENSG00000156869	ENST00000489209	processed_transcript	0	0	0	31	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
FRRS1	ENSG00000156869	ENST00000492943	processed_transcript	0	0	0	35	0	0	0	0	0	0	0	18	0	6	0	0	0	0	0	0	0	0	0	0	0	0	11
FRRS1	ENSG00000156869	ENST00000646001	protein_coding	0	2	1	271	10	0	1	0	0	0	0	10	0	237	1	0	0	0	0	0	0	0	0	0	0	2	13
FTH1P1	ENSG00000232273	ENST00000437933	processed_pseudogene	0	0	0	15	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6
FTH1P2	ENSG00000234975	ENST00000466086	processed_pseudogene	0	0	0	20	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
FTH1P22	ENSG00000225079	ENST00000456305	processed_pseudogene	0	0	0	23	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10
FTH1P25	ENSG00000232792	ENST00000447665	processed_pseudogene	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4
FTLP17	ENSG00000228347	ENST00000432567	processed_pseudogene	0	0	0	35	0	0	0	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18
FTLP18	ENSG00000230214	ENST00000453860	processed_pseudogene	0	0	0	19	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
FUBP1	ENSG00000162613	ENST00000294623	nonsense_mediated_decay	0	0	0	30	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	0	0	0	0	0	0	0	7
FUBP1	ENSG00000162613	ENST00000370767	protein_coding	0	0	0	27	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	7
FUBP1	ENSG00000162613	ENST00000370768	protein_coding	0	0	0	30	1	0	0	0	0	0	0	3	0	19	0	0	0	0	0	0	0	0	0	0	0	0	7
FUBP1	ENSG00000162613	ENST00000421641	protein_coding	0	0	0	20	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	7
FUBP1	ENSG00000162613	ENST00000470287	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	4
FUBP1	ENSG00000162613	ENST00000474632	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FUBP1	ENSG00000162613	ENST00000480673	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FUBP1	ENSG00000162613	ENST00000483894	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FUBP1	ENSG00000162613	ENST00000487684	processed_transcript	0	0	0	7	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
FUBP1	ENSG00000162613	ENST00000488814	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
FUBP1	ENSG00000162613	ENST00000489495	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
FUBP1	ENSG00000162613	ENST00000492405	processed_transcript	0	0	0	10	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
FUBP1	ENSG00000162613	ENST00000492724	processed_transcript	0	0	0	10	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
FUCA1	ENSG00000179163	ENST00000374479	protein_coding	0	0	2	72	0	0	0	0	0	0	0	7	0	35	2	0	0	0	0	0	0	0	0	0	0	0	30
FYB2	ENSG00000187889	ENST00000343433	protein_coding	0	0	1	249	2	0	0	0	0	0	0	14	0	218	1	0	0	0	0	0	0	0	0	0	0	0	15
FYB2	ENSG00000187889	ENST00000371240	retained_intron	0	0	0	35	0	0	0	0	0	0	0	6	0	18	0	2	0	0	0	0	0	0	0	0	0	0	9
FYB2	ENSG00000187889	ENST00000484327	processed_transcript	0	0	0	233	0	0	0	0	0	0	0	6	0	211	0	1	0	0	0	0	0	0	0	0	0	0	15
FYB2	ENSG00000187889	ENST00000493000	processed_transcript	0	0	0	119	0	0	0	0	0	0	0	15	0	94	0	1	0	0	0	0	0	0	0	0	0	0	9
FYB2	ENSG00000187889	ENST00000497991	processed_transcript	0	0	0	22	0	0	0	0	0	0	0	14	0	1	0	1	0	0	0	0	0	0	0	0	0	0	6
G0S2	ENSG00000123689	ENST00000367029	protein_coding	0	0	0	35	5	0	2	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17
GABPB2	ENSG00000143458	ENST00000368916	protein_coding	0	0	2	93	0	0	0	0	0	0	0	12	0	68	2	0	0	0	0	0	0	0	0	0	0	0	13
GABPB2	ENSG00000143458	ENST00000368918	protein_coding	0	0	2	160	19	0	0	0	0	0	0	6	0	125	2	0	0	0	0	0	0	0	0	0	0	0	10
GABPB2	ENSG00000143458	ENST00000462520	processed_transcript	0	0	0	108	0	0	0	0	0	0	0	15	0	79	0	2	0	0	0	0	0	0	0	0	0	0	12
GABPB2	ENSG00000143458	ENST00000467551	processed_transcript	0	0	0	82	0	0	0	0	0	0	0	12	0	57	0	0	0	0	0	0	0	0	0	0	0	0	13
GABPB2	ENSG00000143458	ENST00000486076	processed_transcript	0	0	0	106	0	0	0	0	0	0	0	15	0	80	0	1	0	0	0	0	0	0	0	0	0	0	10
GABPB2	ENSG00000143458	ENST00000489549	processed_transcript	0	0	0	122	0	0	0	0	0	0	0	7	0	105	0	0	0	0	0	0	0	0	0	0	0	0	10
GABRD	ENSG00000187730	ENST00000378585	protein_coding	0	1	0	30	0	0	0	0	0	0	0	6	0	16	0	0	0	0	0	0	0	0	0	0	0	1	8
GABRD	ENSG00000187730	ENST00000638411	protein_coding	0	0	1	26	0	0	0	0	0	0	0	2	0	16	1	0	0	0	0	0	0	0	0	0	0	0	8
GABRD	ENSG00000187730	ENST00000638604	retained_intron	0	0	0	31	0	0	0	0	0	0	0	6	0	15	0	2	0	0	0	0	0	0	0	0	0	0	8
GABRD	ENSG00000187730	ENST00000638763	protein_coding	0	1	0	17	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	1	11
GABRD	ENSG00000187730	ENST00000638771	protein_coding	0	1	0	28	0	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	0	0	1	8
GABRD	ENSG00000187730	ENST00000638804	protein_coding	0	0	0	11	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
GABRD	ENSG00000187730	ENST00000639045	nonsense_mediated_decay	0	0	0	28	1	0	0	0	0	0	0	2	0	16	0	1	0	0	0	0	0	0	0	0	0	0	8
GABRD	ENSG00000187730	ENST00000639070	retained_intron	0	0	0	18	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10
GABRD	ENSG00000187730	ENST00000639625	retained_intron	0	0	0	18	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11
GABRD	ENSG00000187730	ENST00000639777	retained_intron	0	0	0	23	0	0	0	0	0	0	0	6	0	4	0	3	0	0	0	0	0	0	0	0	0	0	10
GABRD	ENSG00000187730	ENST00000639935	retained_intron	0	0	0	25	0	0	0	0	0	0	0	4	0	12	0	1	0	0	0	0	0	0	0	0	0	0	8
GABRD	ENSG00000187730	ENST00000640030	protein_coding	0	1	0	30	0	0	0	0	0	0	0	6	0	16	0	0	0	0	0	0	0	0	0	0	0	1	8
GABRD	ENSG00000187730	ENST00000640067	protein_coding	0	1	0	29	0	0	0	0	0	0	0	5	0	16	0	0	0	0	0	0	0	0	0	0	0	1	8
GABRD	ENSG00000187730	ENST00000640317	retained_intron	0	0	0	12	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	7
GABRD	ENSG00000187730	ENST00000640423	processed_transcript	0	0	0	23	0	0	0	0	0	0	0	2	0	8	0	2	0	0	0	0	0	0	0	0	0	0	11
GABRD	ENSG00000187730	ENST00000640688	retained_intron	0	0	0	13	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
GABRD	ENSG00000187730	ENST00000640892	retained_intron	0	0	0	16	0	0	0	0	0	0	0	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	9
GABRD	ENSG00000187730	ENST00000640949	protein_coding	0	1	0	30	0	0	0	0	0	0	0	6	0	16	0	0	0	0	0	0	0	0	0	0	0	1	8
GABRD	ENSG00000187730	ENST00000640981	protein_coding	0	1	0	18	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	1	12
GADD45A	ENSG00000116717	ENST00000370985	protein_coding	0	1	0	33	0	1	1	0	0	0	0	19	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9
GADD45A	ENSG00000116717	ENST00000370986	protein_coding	0	1	0	34	0	1	1	0	0	0	0	20	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9
GADD45A	ENSG00000116717	ENST00000460575	retained_intron	0	0	0	26	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10
